,Content ID,Reaction Type,Datetime,Content Type,Category,Score,Sentiment,  Each Category,Total Scores 
23020,4426d1ae-cb98-45cf-8d1d-c176ef755293,adore,4/2/2021,GIF,science,72,positive,,
23022,4426d1ae-cb98-45cf-8d1d-c176ef755293,adore,25/7/20 7:24,GIF,science,72,negative,,
23069,74989207-b147-4a13-89b8-f0d868dfdf4a,adore,31/1/21 19:32,audio,science,72,positive,,
23072,74989207-b147-4a13-89b8-f0d868dfdf4a,adore,20/6/20 17:20,audio,science,72,positive,,
23082,74989207-b147-4a13-89b8-f0d868dfdf4a,adore,24/5/21 18:44,audio,science,72,neutral,,
23083,74989207-b147-4a13-89b8-f0d868dfdf4a,adore,2/10/2020,audio,science,72,positive,,
23084,74989207-b147-4a13-89b8-f0d868dfdf4a,adore,15/7/20 18:12,audio,science,72,positive,,
23100,9489565a-a899-4693-ad48-369f86b4b862,adore,15/2/21 7:48,GIF,studying,72,negative,,
23119,9489565a-a899-4693-ad48-369f86b4b862,adore,6/11/2020,GIF,studying,72,negative,,
23130,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,adore,24/7/20 7:54,video,veganism,72,positive,,
23137,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,adore,5/1/2021,video,veganism,72,positive,,
23184,d347afb6-c092-4301-ba7d-4c59d10142cb,adore,4/1/2021,photo,tennis,72,neutral,,
23207,62e3c102-b551-4625-b949-d589babb16d8,adore,4/7/2020,photo,soccer,72,negative,,
23210,62e3c102-b551-4625-b949-d589babb16d8,adore,13/1/21 7:26,photo,soccer,72,positive,,
23213,62e3c102-b551-4625-b949-d589babb16d8,adore,16/6/21 14:01,photo,soccer,72,positive,,
23231,62e3c102-b551-4625-b949-d589babb16d8,adore,11/7/2020,photo,soccer,72,negative,,
23236,fbd3e09c-b5a3-4e6d-bb3c-c729d54c5f3b,adore,2/6/2021,GIF,soccer,72,neutral,,
23242,fbd3e09c-b5a3-4e6d-bb3c-c729d54c5f3b,adore,4/7/2020,GIF,soccer,72,positive,,
23251,fbd3e09c-b5a3-4e6d-bb3c-c729d54c5f3b,adore,10/11/2020,GIF,soccer,72,positive,,
23268,37c5a8aa-d239-4b94-ae68-2754825d36ff,adore,23/9/20 23:45,photo,public speaking,72,positive,,
23273,37c5a8aa-d239-4b94-ae68-2754825d36ff,adore,23/5/21 1:35,photo,public speaking,72,positive,,
23283,37c5a8aa-d239-4b94-ae68-2754825d36ff,adore,9/10/2020,photo,public speaking,72,neutral,,
23303,8644e163-704a-4a99-a859-5e07fcfe3879,adore,21/8/20 11:13,photo,education,72,negative,,
23310,8644e163-704a-4a99-a859-5e07fcfe3879,adore,27/5/21 18:18,photo,education,72,positive,,
23355,6547f69d-891d-4e1c-bd69-fc8735b8fca8,adore,30/3/21 22:06,video,science,72,positive,,
23356,6547f69d-891d-4e1c-bd69-fc8735b8fca8,adore,28/7/20 8:01,video,science,72,positive,,
23362,235a0022-a683-4381-8e9e-aaf75fe90734,adore,10/11/2020,photo,fitness,72,negative,,
23406,21dfb75d-9d98-4627-b074-f4372025d23f,adore,10/3/2021,GIF,culture,72,positive,,
23420,21dfb75d-9d98-4627-b074-f4372025d23f,adore,2/12/2020,GIF,culture,72,negative,,
23480,03ed0e2b-bd63-4079-8910-62c187526ca0,adore,7/10/2020,audio,healthy eating,72,positive,,
23485,03ed0e2b-bd63-4079-8910-62c187526ca0,adore,7/2/2021,audio,healthy eating,72,positive,,
23490,03ed0e2b-bd63-4079-8910-62c187526ca0,adore,16/5/21 8:59,audio,healthy eating,72,positive,,
23491,03ed0e2b-bd63-4079-8910-62c187526ca0,adore,9/5/2021,audio,healthy eating,72,positive,,
23538,5dc325aa-d5d1-4552-9997-cd25b7608be9,adore,2/9/2020,audio,healthy eating,72,neutral,,
23579,503bd384-9733-4739-81f5-561b2328f6d8,adore,16/1/21 3:55,GIF,food,72,neutral,,
23581,503bd384-9733-4739-81f5-561b2328f6d8,adore,29/10/20 21:28,GIF,food,72,positive,,
23600,7053e0be-7227-4a05-893f-4bbee34f0f1f,adore,16/9/20 23:38,video,science,72,neutral,,
23601,7053e0be-7227-4a05-893f-4bbee34f0f1f,adore,10/8/2020,video,science,72,positive,,
23610,03344240-df23-421d-b0e3-4fac72fe6cd8,adore,31/5/21 8:44,video,fitness,72,positive,,
23611,03344240-df23-421d-b0e3-4fac72fe6cd8,adore,6/12/2020,video,fitness,72,positive,,
23624,03344240-df23-421d-b0e3-4fac72fe6cd8,adore,2/6/2021,video,fitness,72,positive,,
23628,16f8b629-5173-420f-9c8b-577313e9e128,adore,15/12/20 12:57,video,healthy eating,72,positive,,
23653,16f8b629-5173-420f-9c8b-577313e9e128,adore,23/7/20 16:54,video,healthy eating,72,negative,,
23676,24f994fa-51d4-4e5e-bdac-79de67e7afbb,adore,28/1/21 2:58,video,food,72,positive,,
23705,24f994fa-51d4-4e5e-bdac-79de67e7afbb,adore,2/1/2021,video,food,72,positive,,
23767,73a7ec8f-08e7-41c6-a995-51537ff8772a,adore,16/9/20 18:51,video,technology,72,positive,,
23779,73a7ec8f-08e7-41c6-a995-51537ff8772a,adore,12/2/2021,video,technology,72,positive,,
23786,f3e9785c-d4e0-4258-a876-4d58ddb38790,adore,23/3/21 8:11,GIF,studying,72,positive,,
23787,f3e9785c-d4e0-4258-a876-4d58ddb38790,adore,5/4/2021,GIF,studying,72,positive,,
23789,f3e9785c-d4e0-4258-a876-4d58ddb38790,adore,5/12/2020,GIF,studying,72,positive,,
23826,f3e9785c-d4e0-4258-a876-4d58ddb38790,adore,12/11/2020,GIF,studying,72,negative,,
23846,bea01dba-56f4-4d26-82a1-9b13fb382d89,adore,14/2/21 17:27,photo,dogs,72,positive,,
23871,8fe92544-5c15-4f77-bc40-c6e4b7d13674,adore,21/3/21 19:27,GIF,animals,72,neutral,,
23899,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,adore,17/8/20 12:25,GIF,cooking,72,neutral,,
23903,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,adore,27/8/20 10:31,GIF,cooking,72,positive,,
23905,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,adore,3/1/2021,GIF,cooking,72,positive,,
23926,8e0f1d3e-b588-44de-a423-8224eb26aa99,adore,25/5/21 9:45,audio,healthy eating,72,positive,,
23931,8e0f1d3e-b588-44de-a423-8224eb26aa99,adore,22/5/21 7:06,audio,healthy eating,72,positive,,
23958,a1249a46-6362-4a73-a1e9-3b5d236cdd73,adore,16/3/21 9:15,GIF,studying,72,positive,,
23963,a1249a46-6362-4a73-a1e9-3b5d236cdd73,adore,22/7/20 15:24,GIF,studying,72,positive,,
23980,a1249a46-6362-4a73-a1e9-3b5d236cdd73,adore,25/8/20 15:12,GIF,studying,72,positive,,
23998,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,adore,6/11/2020,GIF,culture,72,positive,,
24011,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,adore,1/11/2020,GIF,culture,72,positive,,
24017,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,adore,11/7/2020,GIF,culture,72,negative,,
24020,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,adore,21/4/21 14:24,GIF,culture,72,negative,,
24030,58b0f92a-76ae-4521-a223-2b117f4f4e70,adore,11/11/2020,video,dogs,72,neutral,,
24039,58b0f92a-76ae-4521-a223-2b117f4f4e70,adore,21/10/20 18:56,video,dogs,72,positive,,
24057,9c8f1389-d04e-4a55-a2f5-1612539b70a7,adore,27/8/20 3:12,audio,technology,72,positive,,
24067,9c8f1389-d04e-4a55-a2f5-1612539b70a7,adore,16/2/21 21:47,audio,technology,72,negative,,
24093,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,adore,9/7/2020,photo,technology,72,positive,,
24101,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,adore,26/12/20 8:51,photo,technology,72,negative,,
24168,998194db-5706-4b01-9565-7c7e7d4ea5f5,adore,6/12/2020,audio,cooking,72,positive,,
24170,54e29395-9eba-4945-abee-cad58cbab090,adore,1/4/2021,video,science,72,negative,,
24177,54e29395-9eba-4945-abee-cad58cbab090,adore,25/6/20 0:01,video,science,72,negative,,
24214,cab37e79-0e76-4bd2-b6bd-2fc8bf66ca99,adore,25/3/21 8:21,photo,animals,72,positive,,
24219,cab37e79-0e76-4bd2-b6bd-2fc8bf66ca99,adore,26/11/20 6:17,photo,animals,72,positive,,
24231,cab37e79-0e76-4bd2-b6bd-2fc8bf66ca99,adore,16/10/20 6:13,photo,animals,72,positive,,
24275,b2a20047-ac6f-4caa-90b1-fe735433e362,adore,3/7/2020,photo,culture,72,positive,,
24287,b2a20047-ac6f-4caa-90b1-fe735433e362,adore,15/2/21 3:30,photo,culture,72,neutral,,
24318,a287c7ad-f5c8-4d87-940b-b7b24e2b42ac,adore,29/3/21 23:36,video,fitness,72,neutral,,
24339,89cb4504-fccd-40f4-945e-410f74ee4735,adore,18/11/20 17:02,photo,animals,72,neutral,,
24341,89cb4504-fccd-40f4-945e-410f74ee4735,adore,3/10/2020,photo,animals,72,positive,,
24352,89cb4504-fccd-40f4-945e-410f74ee4735,adore,8/5/2021,photo,animals,72,positive,,
24380,67766c84-7d8d-46e2-b2e8-8b0f8dc27193,adore,6/12/2020,photo,veganism,72,negative,,
24399,67766c84-7d8d-46e2-b2e8-8b0f8dc27193,adore,11/7/2020,photo,veganism,72,negative,,
24418,67766c84-7d8d-46e2-b2e8-8b0f8dc27193,adore,20/5/21 6:58,photo,veganism,72,neutral,,
24423,331fad49-0e33-4676-8e2d-51ec52e86625,adore,4/12/2020,audio,education,72,positive,,
24428,331fad49-0e33-4676-8e2d-51ec52e86625,adore,26/11/20 4:55,audio,education,72,positive,,
24450,c54b49c4-b1f2-4641-8595-1cbd19937845,adore,9/6/2021,photo,science,72,positive,,
24469,c54b49c4-b1f2-4641-8595-1cbd19937845,adore,29/7/20 13:54,photo,science,72,negative,,
24475,7a79f4e4-3b7d-44dc-bdef-bc990740252c,adore,1/11/2020,GIF,technology,72,negative,,
24496,435007a5-6261-4d8b-b0a4-55fdc189754b,adore,25/6/20 18:08,audio,veganism,72,positive,,
24500,435007a5-6261-4d8b-b0a4-55fdc189754b,adore,16/12/20 9:08,audio,veganism,72,positive,,
24511,435007a5-6261-4d8b-b0a4-55fdc189754b,adore,4/10/2020,audio,veganism,72,positive,,
24513,435007a5-6261-4d8b-b0a4-55fdc189754b,adore,18/9/20 10:50,audio,veganism,72,positive,,
24533,4e4c9690-c013-4ee7-9e66-943d8cbd27b7,adore,31/10/20 3:58,GIF,culture,72,positive,,
24545,4e4c9690-c013-4ee7-9e66-943d8cbd27b7,adore,25/6/20 15:12,GIF,culture,72,neutral,,
24552,4e4c9690-c013-4ee7-9e66-943d8cbd27b7,adore,17/12/20 16:32,GIF,culture,72,positive,,
6,97522e57-d9ab-4bd6-97bf-c24d952602d2,cherish,11/4/2021,photo,studying,70,neutral,,
27,97522e57-d9ab-4bd6-97bf-c24d952602d2,cherish,4/8/2020,photo,studying,70,negative,,
40,97522e57-d9ab-4bd6-97bf-c24d952602d2,want,13/2/21 7:54,photo,studying,70,neutral,,
64,230c4e4d-70c3-461d-b42c-ec09396efb3f,cherish,20/7/20 14:06,photo,healthy eating,70,negative,,
76,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,9/7/2020,photo,healthy eating,70,negative,,
81,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,13/11/20 0:33,photo,healthy eating,70,negative,,
92,356fff80-da4d-4785-9f43-bc1261031dc6,want,27/9/20 22:15,photo,technology,70,positive,,
101,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,want,28/1/21 8:49,GIF,cooking,70,negative,,
105,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,16/2/21 4:01,GIF,cooking,70,positive,,
110,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,18/1/21 13:39,GIF,cooking,70,neutral,,
121,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,12/2/2021,video,dogs,70,positive,,
133,3f8590c7-6ab2-4973-805a-90cdec355f05,want,6/9/2020,video,dogs,70,positive,,
139,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,3/8/2020,video,dogs,70,negative,,
141,3f8590c7-6ab2-4973-805a-90cdec355f05,want,4/6/2021,video,dogs,70,negative,,
158,3f8590c7-6ab2-4973-805a-90cdec355f05,want,1/10/2020,video,dogs,70,negative,,
160,3f8590c7-6ab2-4973-805a-90cdec355f05,want,7/2/2021,video,dogs,70,positive,,
165,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,31/3/21 15:24,video,technology,70,positive,,
173,0bedca96-fb76-4287-a83c-17330ed39cce,want,25/8/20 19:18,photo,soccer,70,negative,,
177,0bedca96-fb76-4287-a83c-17330ed39cce,cherish,22/4/21 2:08,photo,soccer,70,negative,,
181,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,14/4/21 0:56,photo,public speaking,70,negative,,
184,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,20/5/21 16:11,photo,public speaking,70,positive,,
193,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,22/8/20 1:25,photo,public speaking,70,positive,,
198,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,24/4/21 6:56,photo,public speaking,70,positive,,
210,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,21/2/21 5:01,photo,public speaking,70,positive,,
221,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,1/12/2020,photo,public speaking,70,positive,,
228,5118e9c5-1377-4cc5-a486-65b35b7b7b76,cherish,28/4/21 15:16,GIF,science,70,negative,,
235,5118e9c5-1377-4cc5-a486-65b35b7b7b76,want,12/12/2020,GIF,science,70,positive,,
245,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,13/9/20 11:24,GIF,tennis,70,positive,,
264,0be59876-d70c-486c-8e0b-a06bef7a2cd6,want,20/10/20 12:11,GIF,tennis,70,negative,,
266,0be59876-d70c-486c-8e0b-a06bef7a2cd6,want,28/2/21 7:51,GIF,tennis,70,negative,,
275,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,30/12/20 13:37,GIF,tennis,70,neutral,,
277,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,27/3/21 20:07,GIF,tennis,70,neutral,,
285,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,13/12/20 15:59,GIF,tennis,70,negative,,
288,0be59876-d70c-486c-8e0b-a06bef7a2cd6,want,4/12/2020,GIF,tennis,70,neutral,,
348,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,cherish,10/8/2020,GIF,fitness,70,positive,,
351,f332d362-dc48-46c2-a64b-641157c0987e,want,21/8/20 15:22,GIF,soccer,70,positive,,
360,a2e93b29-9259-4092-a4d7-62d5e823bb74,want,7/9/2020,video,public speaking,70,positive,,
366,a2e93b29-9259-4092-a4d7-62d5e823bb74,want,14/4/21 18:36,video,public speaking,70,positive,,
370,a2e93b29-9259-4092-a4d7-62d5e823bb74,want,14/9/20 5:11,video,public speaking,70,positive,,
372,a2e93b29-9259-4092-a4d7-62d5e823bb74,want,30/6/20 1:25,video,public speaking,70,neutral,,
374,a2e93b29-9259-4092-a4d7-62d5e823bb74,cherish,30/6/20 7:10,video,public speaking,70,negative,,
376,a2e93b29-9259-4092-a4d7-62d5e823bb74,want,11/3/2021,video,public speaking,70,neutral,,
377,a2e93b29-9259-4092-a4d7-62d5e823bb74,want,17/10/20 22:39,video,public speaking,70,negative,,
395,9b3a6d30-48e8-476c-82be-9031524bd04d,cherish,28/5/21 15:20,video,food,70,negative,,
400,9b3a6d30-48e8-476c-82be-9031524bd04d,want,23/3/21 1:55,video,food,70,positive,,
401,9b3a6d30-48e8-476c-82be-9031524bd04d,cherish,18/5/21 9:52,video,food,70,positive,,
432,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,want,18/7/20 3:52,video,tennis,70,positive,,
436,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,want,16/8/20 17:45,video,tennis,70,negative,,
443,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,want,18/9/20 16:29,video,tennis,70,positive,,
447,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,want,30/4/21 6:11,video,tennis,70,positive,,
460,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,cherish,23/5/21 4:59,video,tennis,70,positive,,
470,baa2db00-81ba-4c34-b17d-dd950bfa133b,cherish,11/5/2021,GIF,soccer,70,positive,,
472,baa2db00-81ba-4c34-b17d-dd950bfa133b,cherish,22/9/20 1:23,GIF,soccer,70,negative,,
477,baa2db00-81ba-4c34-b17d-dd950bfa133b,cherish,7/9/2020,GIF,soccer,70,neutral,,
487,baa2db00-81ba-4c34-b17d-dd950bfa133b,cherish,10/12/2020,GIF,soccer,70,positive,,
489,baa2db00-81ba-4c34-b17d-dd950bfa133b,want,13/1/21 16:16,GIF,soccer,70,positive,,
526,f98dde71-ce1d-4f6c-bb05-ae05779d2207,cherish,6/12/2020,GIF,soccer,70,positive,,
527,f98dde71-ce1d-4f6c-bb05-ae05779d2207,cherish,13/6/21 3:27,GIF,soccer,70,positive,,
533,388bd9db-9d10-4f47-87c4-6db46e83bc95,cherish,14/4/21 19:59,video,education,70,negative,,
535,388bd9db-9d10-4f47-87c4-6db46e83bc95,want,23/5/21 16:22,video,education,70,positive,,
538,388bd9db-9d10-4f47-87c4-6db46e83bc95,want,16/12/20 1:34,video,education,70,negative,,
541,388bd9db-9d10-4f47-87c4-6db46e83bc95,cherish,12/3/2021,video,education,70,negative,,
550,78d0075f-895c-4a15-a35c-a921e2bb2cea,want,11/9/2020,photo,studying,70,positive,,
555,78d0075f-895c-4a15-a35c-a921e2bb2cea,cherish,1/8/2020,photo,studying,70,negative,,
563,78d0075f-895c-4a15-a35c-a921e2bb2cea,cherish,11/6/2021,photo,studying,70,neutral,,
591,78d0075f-895c-4a15-a35c-a921e2bb2cea,cherish,11/11/2020,photo,studying,70,positive,,
602,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,want,9/12/2020,photo,travel,70,positive,,
612,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,want,4/11/2020,photo,travel,70,neutral,,
624,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,cherish,22/11/20 19:07,GIF,food,70,negative,,
635,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,cherish,31/12/20 5:25,GIF,food,70,negative,,
652,809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,cherish,20/1/21 8:55,audio,dogs,70,positive,,
653,809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,want,23/4/21 18:00,audio,dogs,70,negative,,
669,34a3747a-0b77-42f6-ae19-87c38b94b674,cherish,14/3/21 7:11,GIF,science,70,neutral,,
680,34a3747a-0b77-42f6-ae19-87c38b94b674,cherish,17/8/20 16:53,GIF,science,70,negative,,
704,34a3747a-0b77-42f6-ae19-87c38b94b674,cherish,9/10/2020,GIF,science,70,positive,,
705,34a3747a-0b77-42f6-ae19-87c38b94b674,want,8/6/2021,GIF,science,70,positive,,
727,2920dccb-e06f-49fc-8049-b6d4164dfe84,want,3/5/2021,GIF,veganism,70,positive,,
748,2920dccb-e06f-49fc-8049-b6d4164dfe84,cherish,29/3/21 21:05,GIF,veganism,70,positive,,
752,f4e3840e-bb71-40c2-afc5-9408d842646d,cherish,28/6/20 7:53,photo,healthy eating,70,negative,,
763,f4e3840e-bb71-40c2-afc5-9408d842646d,cherish,2/11/2020,photo,healthy eating,70,positive,,
765,f4e3840e-bb71-40c2-afc5-9408d842646d,want,15/4/21 4:37,photo,healthy eating,70,negative,,
771,f4e3840e-bb71-40c2-afc5-9408d842646d,cherish,26/11/20 16:05,photo,healthy eating,70,negative,,
772,f4e3840e-bb71-40c2-afc5-9408d842646d,want,20/2/21 5:52,photo,healthy eating,70,positive,,
782,a2ff9bf2-1fa6-4001-9566-f597f8e754ef,want,17/12/20 4:03,video,food,70,positive,,
783,a2ff9bf2-1fa6-4001-9566-f597f8e754ef,cherish,11/10/2020,video,food,70,positive,,
784,a2ff9bf2-1fa6-4001-9566-f597f8e754ef,cherish,23/11/20 18:07,video,food,70,negative,,
785,a2ff9bf2-1fa6-4001-9566-f597f8e754ef,cherish,25/3/21 1:29,video,food,70,negative,,
812,74718bbf-e5a3-442f-8ca2-4a3428757fc1,cherish,27/11/20 20:16,video,dogs,70,positive,,
816,74718bbf-e5a3-442f-8ca2-4a3428757fc1,want,25/11/20 2:16,video,dogs,70,neutral,,
830,74718bbf-e5a3-442f-8ca2-4a3428757fc1,want,1/9/2020,video,dogs,70,positive,,
833,74718bbf-e5a3-442f-8ca2-4a3428757fc1,cherish,20/7/20 9:08,video,dogs,70,positive,,
882,eec5e521-4c28-4e8a-93a9-d544803fad7e,cherish,3/1/2021,audio,food,70,positive,,
887,eec5e521-4c28-4e8a-93a9-d544803fad7e,want,28/2/21 2:47,audio,food,70,positive,,
891,eec5e521-4c28-4e8a-93a9-d544803fad7e,cherish,15/10/20 4:11,audio,food,70,negative,,
900,eec5e521-4c28-4e8a-93a9-d544803fad7e,want,1/10/2020,audio,food,70,negative,,
902,eec5e521-4c28-4e8a-93a9-d544803fad7e,cherish,22/11/20 16:02,audio,food,70,positive,,
909,eec5e521-4c28-4e8a-93a9-d544803fad7e,want,18/8/20 3:41,audio,food,70,positive,,
910,07f88a73-aef2-45fd-8b5d-418e448b853d,cherish,12/3/2021,GIF,animals,70,negative,,
917,07f88a73-aef2-45fd-8b5d-418e448b853d,cherish,2/3/2021,GIF,animals,70,positive,,
931,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,cherish,7/9/2020,photo,technology,70,positive,,
956,457301ee-3e87-40d8-8b82-ea4e1fa90e39,cherish,1/9/2020,GIF,healthy eating,70,positive,,
959,457301ee-3e87-40d8-8b82-ea4e1fa90e39,want,16/4/21 9:46,GIF,healthy eating,70,negative,,
961,457301ee-3e87-40d8-8b82-ea4e1fa90e39,cherish,18/9/20 23:23,GIF,healthy eating,70,negative,,
966,457301ee-3e87-40d8-8b82-ea4e1fa90e39,want,10/8/2020,GIF,healthy eating,70,positive,,
985,457301ee-3e87-40d8-8b82-ea4e1fa90e39,want,20/1/21 9:12,GIF,healthy eating,70,positive,,
986,4fa14453-7b29-4302-b51f-9aa23b472c1b,cherish,18/4/21 19:52,audio,animals,70,positive,,
1001,4fa14453-7b29-4302-b51f-9aa23b472c1b,cherish,14/11/20 1:27,audio,animals,70,positive,,
1003,4fa14453-7b29-4302-b51f-9aa23b472c1b,cherish,16/8/20 19:30,audio,animals,70,negative,,
1005,4fa14453-7b29-4302-b51f-9aa23b472c1b,want,5/10/2020,audio,animals,70,negative,,
1021,ab4c4756-1c50-4136-bad9-3216e01ffac2,want,1/10/2020,audio,fitness,70,positive,,
1049,4478d98e-43e8-4dc0-884d-c1115aa8b970,cherish,3/11/2020,audio,animals,70,positive,,
1052,34f73132-fff6-4f01-a5ec-4b4b66461fc7,want,2/6/2021,photo,fitness,70,negative,,
1056,34f73132-fff6-4f01-a5ec-4b4b66461fc7,cherish,23/6/20 0:21,photo,fitness,70,negative,,
1058,34f73132-fff6-4f01-a5ec-4b4b66461fc7,cherish,1/7/2020,photo,fitness,70,positive,,
1091,34f73132-fff6-4f01-a5ec-4b4b66461fc7,want,23/12/20 0:09,photo,fitness,70,positive,,
1092,34f73132-fff6-4f01-a5ec-4b4b66461fc7,want,23/6/20 3:47,photo,fitness,70,neutral,,
1096,bfa4e11c-9d72-49b9-bd43-49d95c2e5181,cherish,30/6/20 11:21,photo,veganism,70,positive,,
1100,bfa4e11c-9d72-49b9-bd43-49d95c2e5181,cherish,8/9/2020,photo,veganism,70,positive,,
1112,220d9dc1-f8a5-422d-b200-3819f3b89b2b,want,7/3/2021,video,dogs,70,positive,,
1116,220d9dc1-f8a5-422d-b200-3819f3b89b2b,want,9/7/2020,video,dogs,70,positive,,
1134,220d9dc1-f8a5-422d-b200-3819f3b89b2b,want,21/11/20 16:09,video,dogs,70,positive,,
1140,220d9dc1-f8a5-422d-b200-3819f3b89b2b,want,11/5/2021,video,dogs,70,negative,,
1141,220d9dc1-f8a5-422d-b200-3819f3b89b2b,cherish,21/9/20 9:08,video,dogs,70,positive,,
1146,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,want,10/7/2020,GIF,healthy eating,70,positive,,
1154,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,want,7/7/2020,GIF,healthy eating,70,positive,,
1165,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,want,12/5/2021,GIF,healthy eating,70,negative,,
1170,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,cherish,12/4/2021,GIF,healthy eating,70,positive,,
1174,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,want,21/5/21 15:55,GIF,healthy eating,70,positive,,
1182,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,cherish,21/11/20 17:31,GIF,studying,70,positive,,
1183,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,want,21/7/20 13:44,GIF,studying,70,positive,,
1194,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,want,6/2/2021,GIF,studying,70,positive,,
1196,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,cherish,10/4/2021,GIF,studying,70,positive,,
1200,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,want,14/12/20 5:38,GIF,studying,70,positive,,
1203,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,cherish,25/1/21 21:31,GIF,studying,70,positive,,
1219,259cd56f-b017-4a41-81a7-f26ce9b35092,cherish,26/10/20 4:55,video,culture,70,negative,,
1221,259cd56f-b017-4a41-81a7-f26ce9b35092,cherish,13/11/20 23:44,video,culture,70,negative,,
1230,259cd56f-b017-4a41-81a7-f26ce9b35092,cherish,4/3/2021,video,culture,70,negative,,
1249,c01fa154-5348-4040-9d20-0bbf01f6349b,cherish,18/10/20 8:02,GIF,tennis,70,positive,,
1259,c01fa154-5348-4040-9d20-0bbf01f6349b,cherish,11/12/2020,GIF,tennis,70,positive,,
1262,c01fa154-5348-4040-9d20-0bbf01f6349b,cherish,26/6/20 2:25,GIF,tennis,70,neutral,,
1266,c01fa154-5348-4040-9d20-0bbf01f6349b,cherish,13/9/20 5:51,GIF,tennis,70,positive,,
1299,50c9237a-541c-4f10-a2be-7cbe076b2012,want,9/4/2021,GIF,travel,70,negative,,
1301,50c9237a-541c-4f10-a2be-7cbe076b2012,cherish,12/7/2020,GIF,travel,70,negative,,
1306,50c9237a-541c-4f10-a2be-7cbe076b2012,cherish,1/2/2021,GIF,travel,70,negative,,
1314,50c9237a-541c-4f10-a2be-7cbe076b2012,want,10/9/2020,GIF,travel,70,positive,,
1324,50c9237a-541c-4f10-a2be-7cbe076b2012,want,25/10/20 19:23,GIF,travel,70,negative,,
1336,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,cherish,20/12/20 0:03,video,science,70,negative,,
1349,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,want,11/3/2021,video,science,70,negative,,
1356,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,cherish,13/6/21 9:07,video,science,70,negative,,
1369,e442899c-d2d6-4392-be2d-a0b916ae47fb,cherish,9/12/2020,video,technology,70,positive,,
1373,e442899c-d2d6-4392-be2d-a0b916ae47fb,want,18/8/20 11:48,video,technology,70,positive,,
1376,e442899c-d2d6-4392-be2d-a0b916ae47fb,want,25/8/20 20:49,video,technology,70,positive,,
